nome_bairro,desc_atividade,nome_grupo,n
VARZEA,COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,OUTRAS ATIVIDADES VAREJISTAS,1
VARZEA,COMÉRCIO VAREJISTA DE OUTROS ARTIGOS DE USO DOMÉSTICO NÃO ESPECIF ANTERIORMENTE,OUTRAS ATIVIDADES VAREJISTAS,1
VARZEA,COMÉRCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSÓRIOS,OUTRAS ATIVIDADES VAREJISTAS,1
VARZEA,"CONFECÇÃO, SOB MEDIDA, DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS",OUTROS SERVICOS,1
VARZEA,"CONFECÇÃO, SOB MEDIDA, DE ROUPAS PROFISSIONAIS",OUTROS SERVICOS,1
VARZEA,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,CONSTRUCAO CIVIL,1
VARZEA,CORRETAGEM NO ALUGUEL DE IMÓVEIS,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
VARZEA,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS,SERVICOS DE INFORMATICA,1
VARZEA,"EDIÇÃO DE CADASTROS, LISTAS E OUTROS PRODUTOS GRÁFICOS","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
VARZEA,Edição de jornais diários,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
VARZEA,EDUCAÇÃO PROFISSIONAL DE NÍVEL TÉCNICO,EDUCACAO,1
VARZEA,ESTACIONAMENTO DE VEÍCULOS,GUARDA E LOCACAO DE BENS MOVEIS,1
VARZEA,"FAB DE OUT ART E PROD DE CONCRET, CIMENTO, FIBROCIMENTO, GESSO E MAT SEMELHANTES",INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE ADITIVOS DE USO INDUSTRIAL,INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE ÁGUAS ENVASADAS,INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE ALIMENTOS E PRATOS PRONTOS,INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE AMIDOS E FÉCULAS DE VEGETAIS,INDUSTRIA GERAL,1
VARZEA,"FABRICAÇÃO DE APARELHOS DE RECEPÇÃO, REPROD, GRAV E AMPLIFIC DE ÁUDIO E VÍDEO",INDUSTRIA GERAL,1
VARZEA,"FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS DE MEDIDA, TESTE E CONTROLE",INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS P/ DISTRIB E CONTROLE DE ENERGIA ELÉTRICA,INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE ARTEFATOS DE BORRACHA NÃO ESPECIFICADOS ANTERIORMENTE,INDUSTRIA GERAL,1
VARZEA,"FABRICAÇÃO DE ARTEFATOS DE MATER PLÁST P/ USO NA CONST, EXC TUBOS E ACESSÓRIOS",INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA USO PESSOAL E DOMÉSTICO,INDUSTRIA GERAL,1
VARZEA,"FABRICAÇÃO DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE EMBALAGENS METÁLICAS,INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE EQUIPAMENTOS E ACESSÓRIOS PARA SEGURANÇA PESSOAL E PROFISSIONAL,INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE GELO COMUM,INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE LAMINADOS PLANOS E TUBULARES DE MATERIAL PLÁSTICO,INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE LATICÍNIOS,INDUSTRIA GERAL,1
VARZEA,"FABRICAÇÃO DE MADEIRA LAMINADA E DE CHAPAS DE MADEI COMPEN, PRENS E AGLOMERADA",INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE MASSAS ALIMENTÍCIAS,INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUÇÃO,INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE OUTROS PRODUTOS DE METAL NÃO ESPECIFICADOS ANTERIORMENTE,INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE PRODUTOS CERÂMICOS NÃO-REFRATÁRIOS NÃO ESPECIF ANTERIORMENTE,INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE PRODUTOS DE CARNE,INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE PRODUTOS DIVERSOS NÃO ESPECIFICADOS ANTERIORMENTE,INDUSTRIA GERAL,1
VARZEA,FABRICAÇÃO DE PRODUTOS QUÍMICOS ORGÂNICOS NÃO ESPECIFICADOS ANTERIORMENTE,INDUSTRIA GERAL,1
VARZEA,"FABRICAÇÃO DE SUCOS DE FRUTAS, HORTALIÇAS E LEGUMES, EXCETO CONCENTRADOS",ATIVIDADES AGROPECUARIAS E EXTRATIVAS,1
VARZEA,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE P/ CONSUMO DOMICILIAR,OUTROS SERVICOS,1
VARZEA,FOTOCÓPIAS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
VARZEA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
VARZEA,IMPRESSÃO DE MATERIAL PARA USO PUBLICITÁRIO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
VARZEA,INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS,SAUDE,1
VARZEA,LAVANDERIAS,CONSERVAÇÃO E LIMPEZA,1
VARZEA,LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR,GUARDA E LOCACAO DE BENS MOVEIS,1
VARZEA,LOCAÇÃO DE MÃO-DE-OBRA TEMPORÁRIA,FORNECIMENTO DE MAO-DE-OBRA,1
VARZEA,"LOCAÇÃO DE OUTROS MEIOS DE TRANSPORTE N/ ESPECIF ANTERIORMENTE, SEM CONDUTOR",GUARDA E LOCACAO DE BENS MOVEIS,1
VARZEA,LOTEAMENTO DE IMOVEIS PROPRIOS,CONSTRUCAO CIVIL,1
VARZEA,"MANUTENÇÃO E REPAR DE MÁQ DE ESCREVER, CALCULAR E DE OUT EQUIP N/ELETRÔN P/ ESCRIT",CONSERVAÇÃO E LIMPEZA,1
VARZEA,MANUTENÇÃO E REPAR DE MÁQ E APAR DE REFRIGER E VENTILAÇÃO P/ USO IND E COMERCIAL,CONSERVAÇÃO E LIMPEZA,1
VARZEA,"MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS HIDRÁULICOS E PNEUMÁTICOS, EXC VÁLVULAS",CONSERVAÇÃO E LIMPEZA,1
VARZEA,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA AGRICULTURA E PECUÁRIA,CONSERVAÇÃO E LIMPEZA,1
VARZEA,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS MOTRIZES NÃO-ELÉTRICAS,CONSERVAÇÃO E LIMPEZA,1
VARZEA,"MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, EQUIP E APAR P/ TRANSP E ELEVAÇÃO DE CARGAS",CONSERVAÇÃO E LIMPEZA,1
VARZEA,MANUTENÇÃO E REPARAÇÃO DE OUTRAS MÁQ E EQUIP P/ USOS IND N/ ESP ANTERIORMENTE,CONSERVAÇÃO E LIMPEZA,1
VARZEA,"MANUTENÇÃO E REPARAÇÃO DE TANQUES, RESERV METÁLICOS E CALDEIRAS, EXC P/ VEÍCULOS",CONSERVAÇÃO E LIMPEZA,1
VARZEA,MARKETING DIRETO,TECNICO-CIENTIFICO,1
VARZEA,OBRAS DE ALVENARIA,CONSTRUCAO CIVIL,1
VARZEA,OBRAS DE MONTAGEM INDUSTRIAL,CONSTRUCAO CIVIL,1
VARZEA,OBRAS DE TERRAPLENAGEM,CONSTRUCAO CIVIL,1
VARZEA,"ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS, MUNICIPAL","TURISMO, HOSPEDAGEM E ASSEMELHADOS",1
VARZEA,OUTRAS OBRAS DE ENGENHARIA CIVIL NÃO ESPECIFICADAS ANTERIORMENTE,CONSTRUCAO CIVIL,1
VARZEA,PERITOS E AVALIADORES DE SEGUROS,TECNICO-CIENTIFICO,1
VARZEA,"PRODUÇÃO DE RELAMINADOS, TREFILADOS E PERFILADOS DE AÇO, EXCETO ARAMES",INDUSTRIA GERAL,1
VARZEA,PRODUÇÃO TEATRAL,DIVERSOES PUBLICAS,1
VARZEA,PROVEDORES DE ACESSO ÀS REDES DE COMUNICAÇÕES,TRANSPORTE E COMUNICACAO,1
VARZEA,RECONDICIONAMENTO E RECUPERAÇÃO DE MOTORES PARA VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,1
VARZEA,RECUPERAÇÃO DE MATERIAIS PLÁSTICOS,INDUSTRIA GERAL,1
VARZEA,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,SERVICOS DE INFORMATICA,1
VARZEA,REPRESENTANTES COM E AGENTES DO COM DE INST E MAT ODONTO-MÉDICO-HOSPITALARES,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
VARZEA,"REPRESENTANTES COM E AGENTES DO COM DE TÊXTEIS, VEST, CALÇADOS E ART DE VIAGEM","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
VARZEA,"REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MADEIRA, MATDE CONST E FERRAGENS","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
VARZEA,"REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MÁQ, EQUIP, EMBARC E AERONAVES","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
VARZEA,RESTAURAÇÃO DE OBRAS DE ARTE,CONSERVAÇÃO E LIMPEZA,1
VARZEA,"Servicos de acabamento grafico, exceto encadernacao e plastificacao","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
VARZEA,SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",1
VARZEA,"SERVIÇOS DE DIAGNÓSTICO POR IMAGEM COM USO DE RADIAÇÃO IONIZANTE, EXC TOMOGRAFIA",SAUDE,1
VARZEA,SERVIÇOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,1
VARZEA,SERVIÇOS DE PINTURA DE EDIFÍCIOS EM GERAL,CONSTRUCAO CIVIL,1
VARZEA,SERVIÇOS DE REBOQUE DE VEÍCULOS,TRANSPORTE E COMUNICACAO,1
VARZEA,"SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO",SERVICOS DE INFORMATICA,1
VARZEA,TESTES E ANÁLISES TÉCNICAS,TECNICO-CIENTIFICO,1
VARZEA,"TRANSP RODOV COLET DE PASSAG, S/ REG DE FRETAM, INTERMUN, INTEREST E INTERNACIONAL",TRANSPORTE E COMUNICACAO,1
VARZEA,"TRANSPORTE RODOV COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL",TRANSPORTE E COMUNICACAO,1
VARZEA,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, COM ITINERÁRIO FIXO, MUNICIPAL",TRANSPORTE E COMUNICACAO,1
